"","blog.txt","news.txt","twitter.txt"
"of death in",2,1,0
"of defense and",1,1,0
"of designing for",1,0,1
"of designing your",2,0,1
"of developing a",1,1,0
"of difference between",1,0,1
"of different people",1,1,0
"of different things",4,2,0
"of direction in",1,0,1
"of directors in",1,1,0
"of discussion the",1,0,1
"of doctor who",4,0,1
"of doctors and",1,1,0
"of dodger stadium",1,1,0
"of doing a",3,0,2
"of doing business",0,1,1
"of doing something",1,1,0
"of doing the",2,1,2
"of doing things",3,0,1
"of doing this",2,0,1
"of doing what",1,0,1
"of dollars and",2,1,0
"of dollars for",1,0,1
"of dollars in",5,3,1
"of dollars of",1,1,0
"of dollars that",1,1,0
"of domestic violence",2,1,1
"of dozens of",2,1,0
"of drugs and",1,1,0
"of dying in",1,1,0
"of e books",2,0,1
"of each month",3,1,1
"of each other",7,2,6
"of early voting",0,1,1
"of eating out",1,0,1
"of economics and",1,0,1
"of education for",0,1,1
"of education has",0,2,1
"of effort into",2,0,1
"of embarrassing that",1,0,1
"of eminent domain",1,1,0
"of emotional abuse",1,0,1
"of end of",0,1,1
"of energy but",1,0,1
"of energy to",0,1,4
"of energy you",1,0,1
"of english in",1,0,1
"of enjoying the",1,0,1
"of enthusiasm for",1,0,1
"of environmental protection",2,1,0
"of epic proportions",2,0,1
"of events to",2,0,1
"of every month",1,2,1
"of everyday life",6,0,1
"of everyday with",1,0,1
"of everyone i",1,0,1
"of everyone on",2,0,1
"of everything and",2,0,2
"of everything but",1,0,2
"of everything in",4,0,1
"of everything the",1,0,1
"of excellence for",1,0,1
"of experience in",1,0,1
"of experience that",1,1,0
"of experience to",1,0,1
"of fact i",1,0,1
"of fact tone",1,1,0
"of faith in",2,0,1
"of family feud",1,0,1
"of family life",2,0,1
"of fast food",2,1,2
"of fat and",1,1,0
"of fear and",8,0,1
"of feedback from",1,0,1
"of feeling like",1,0,1
"of feelings that",1,0,1
"of fine art",1,0,1
"of fire you",0,1,1
"of first degree",1,1,0
"of fish are",1,0,1
"of focusing on",2,0,2
"of fodder for",1,1,0
"of folks that",1,0,1
"of followers and",1,0,1
"of food a",1,0,1
"of food and",4,1,1
"of food in",3,0,1
"of food what",1,0,1
"of football players",1,0,1
"of for the",1,0,2
"of foster care",1,0,2
"of four to",0,1,1
"of frank and",1,0,1
"of free time",1,0,1
"of fresh air",9,0,2
"of fresh cut",1,0,1
"of fresh fruit",0,1,1
"of freshly ground",1,0,1
"of fried chicken",3,0,1
"of friends but",1,0,1
"of friends with",1,1,0
"of frustration i",1,0,1
"of fun but",2,0,1
"of fun for",1,0,1
"of fun on",0,1,1
"of fun to",1,0,1
"of fun together",1,1,0
"of gabrielle giffords",1,0,1
"of gang members",1,1,0
"of gas or",1,0,1
"of gathering and",1,1,0
"of gay marriage",1,1,1
"of gays and",0,1,1
"of getting a",5,1,2
"of getting him",1,0,1
"of getting ready",1,1,1
"of getting to",2,1,3
"of getting used",1,0,1
"of girls in",1,0,1
"of global warming",3,2,0
"of glucose in",1,1,0
"of god and",22,1,2
"of god bless",0,1,1
"of god give",1,0,1
"of god i",1,0,1
"of god in",4,0,1
"of god into",1,1,0
"of god is",12,0,3
"of god just",1,0,1
"of god there",1,0,1
"of god who",2,0,1
"of god will",2,0,2
"of gods and",1,0,1
"of going to",9,0,6
"of gold and",2,0,2
"of good and",2,0,2
"of good health",2,0,1
"of good ideas",0,1,1
"of good luck",1,0,1
"of good news",1,0,1
"of good stuff",1,0,3
"of good times",1,0,2
"of good to",2,0,2
"of goods and",1,1,0
"of google and",1,0,1
"of gossip girl",1,0,1
"of government and",2,1,0
"of government is",1,0,1
"of gratitude for",1,0,1
"of great things",2,0,3
"of gross domestic",1,1,0
"of ground beef",1,0,1
"of ground meat",1,0,1
"of guilt and",2,1,0
"of gun violence",1,1,0
"of guys who",1,2,1
"of half a",5,1,0
"of happiness and",5,0,1
"of happiness laughter",1,0,1
"of hard line",1,1,0
"of hard work",7,0,6
"of harms way",1,0,1
"of harry potter",2,0,1
"of has been",1,0,1
"of having a",10,3,4
"of having the",5,0,1
"of having to",8,0,3
"of health and",4,1,1
"of health care",3,3,1
"of hearing about",1,0,7
"of hearing the",2,0,1
"of heart and",3,0,1
"of heart disease",2,3,1
"of heaven and",1,0,1
"of help from",1,0,1
"of her as",2,0,1
"of her best",1,1,0
"of her books",3,0,1
"of her but",2,0,1
"of her classes",1,0,1
"of her clothes",2,0,1
"of her family",4,1,0
"of her father",2,1,0
"of her favorite",3,1,1
"of her first",2,0,2
"of her former",1,1,0
"of her head",3,0,3
"of her life",13,0,4
"of her new",2,0,1
"of her own",15,1,0
"of her past",3,1,0
"of her personal",1,1,0
"of her projects",1,0,1
"of her she",2,0,1
"of her so",1,0,1
"of her work",1,1,0
"of high school",12,2,5
"of higher learning",1,0,1
"of him and",9,2,1
"of him as",2,0,2
"of him being",1,0,2
"of him but",3,1,1
"of him i",1,0,1
"of him in",1,1,2
"of him on",1,0,2
"of him that",3,1,0
"of him to",2,0,1
"of him with",0,1,1
"of hip hop",3,0,4
"of his amazing",1,0,1
"of his best",0,2,1
"of his books",1,1,1
"of his car",1,0,1
"of his career",0,3,4
"of his college",1,2,0
"of his contract",1,1,0
"of his faith",2,0,1
"of his family",3,1,1
"of his favorite",3,1,1
"of his first",3,1,0
"of his followers",1,0,1
"of his four",2,0,2
"of his friend",1,1,0
"of his girlfriend",1,1,0
"of his head",6,0,1
"of his home",3,2,0
"of his league",2,0,1
"of his life",17,1,2
"of his mind",2,0,2
"of his mom",1,0,1
"of his money",1,1,0
"of his office",1,1,0
"of his own",29,6,1
"of his paintings",1,1,0
"of his passes",1,1,0
"of his potential",1,2,0
"of his shows",1,0,1
"of his sons",1,0,1
"of his story",1,0,1
"of his stuff",1,0,1
"of his team",0,1,2
"of his teammates",1,1,0
"of his three",1,1,0
"of his time",5,1,0
"of his word",2,0,1
"of his work",2,0,1
"of his works",1,1,0
"of history's greatest",1,1,0
"of history and",4,0,3
"of hiv and",1,1,0
"of holding on",0,1,1
"of holes in",1,0,2
"of homelessness in",1,0,1
"of hope that",1,0,1
"of hot pink",1,1,0
"of hours and",1,0,1
"of house made",0,1,1
"of housing and",2,1,0
"of how a",1,1,0
"of how far",4,0,1
"of how i",8,0,1
"of how many",3,0,1
"of how much",5,1,6
"of how the",14,0,3
"of how to",12,0,4
"of how your",1,0,1
"of human connection",1,0,1
"of human mind",1,0,1
"of humor and",1,1,1
"of humor in",1,1,0
"of hundreds of",3,2,0
"of hunger games",1,0,1
"of hurt and",3,0,1
"of i and",0,1,1
"of i don't",1,0,1
"of i was",1,0,1
"of ice cream",6,0,1
"of ideas and",1,0,1
"of implementing the",1,1,0
"of in a",0,1,2
"of in our",1,0,1
"of in the",4,0,3
"of independence says",1,0,1
"of individuals who",2,0,2
"of industrial production",1,1,0
"of information about",2,1,0
"of information but",1,0,1
"of information for",1,0,1
"of insurance for",1,0,1
"of interest in",4,2,0
"of international women's",1,0,2
"of is a",1,0,1
"of is the",1,0,1
"of israel is",1,0,1
"of it against",1,0,1
"of it all",22,2,5
"of it and",31,1,3
"of it as",9,4,5
"of it at",3,2,3
"of it back",1,0,1
"of it because",4,0,1
"of it but",22,0,5
"of it can",0,1,1
"of it comes",1,1,0
"of it did",2,0,1
"of it either",1,0,1
"of it ever",1,0,1
"of it for",1,1,2
"of it from",2,1,0
"of it happening",1,0,1
"of it has",4,0,1
"of it he",2,0,1
"of it i",19,0,5
"of it i'm",3,0,1
"of it if",2,0,1
"of it in",14,0,1
"of it is",17,3,15
"of it like",1,0,2
"of it myself",1,0,1
"of it no",2,0,2
"of it now",1,0,2
"of it on",1,1,1
"of it or",2,1,1
"of it remember",1,0,1
"of it right",1,0,1
"of it so",4,0,3
"of it that",3,0,1
"of it the",7,1,1
"of it these",1,0,1
"of it they",2,0,1
"of it this",2,0,4
"of it to",5,0,1
"of it today",1,0,2
"of it too",1,0,2
"of it what",1,0,1
"of it when",7,0,2
"of it will",1,1,1
"of it yet",2,0,1
"of its constant",1,0,1
"of its first",3,1,1
"of its kind",1,1,0
"of its own",11,1,2
"of its owner",1,1,0
"of its students",1,1,0
"of its time",4,0,2
"of its value",1,0,1
"of jack and",1,0,1
"of jeans and",1,1,1
"of jeremy lin",1,1,0
"of jesse campbell",1,0,1
"of jesus and",2,0,1
"of jesus christ",14,0,1
"of jesus in",1,0,1
"of job and",1,0,1
"of job creation",2,1,0
"of jobs from",1,1,0
"of journalism and",1,0,1
"of joy i",2,0,2
"of julius caesar",1,0,1
"of july 1",1,1,0
"of july festivities",1,1,1
"of just under",0,1,1
"of justice and",3,0,1
"of justice is",2,0,2
"of karl rove",1,0,1
"of keeping secrets",1,1,0
"of keeping up",2,0,2
"of kids in",1,1,0
"of killing her",0,1,1
"of kindness to",1,0,1
"of knowing when",1,0,1
"of la and",1,0,1
"of lake erie",1,0,1
"of language if",1,0,1
"of large and",1,1,0
"of last month's",1,1,0
"of last night",1,0,2
"of last season",0,1,1
"of last season's",1,1,0
"of last week",4,3,2
"of last year",7,2,2
"of last year's",3,1,1
"of late but",2,0,1
"of late i",1,0,1
"of late night",1,0,1
"of laughs and",1,0,1
"of leaders and",1,0,1
"of leadership is",1,0,3
"of learning and",3,0,2
"of legal representation",1,0,1
"of less than",6,1,1
"of liberty to",1,1,0
"of lies and",0,1,1
"of life's failures",1,0,1
"of life and",18,1,4
"of life by",1,0,1
"of life for",3,0,2
"of life i",6,0,3
"of life in",11,1,0
"of life is",4,0,12
"of life on",1,1,0
"of life rarely",2,0,1
"of life so",1,0,1
"of life the",2,1,1
"of life to",4,1,1
"of life we",3,0,1
"of life worth",1,0,1
"of life you",1,0,1
"of light you",1,0,1
"of like a",2,0,2
"of like the",6,0,1
"of lines and",1,0,1
"of listening to",2,0,2
"of little children",1,0,1
"of little house",1,0,1
"of living in",4,1,2
"of living with",1,1,1
"of local activists",0,1,1
"of local artists",1,1,1
"of long island",1,0,1
"of long words",2,0,1
"of looking at",6,0,5
"of looking for",2,0,1
"of los angeles",1,5,2
"of love and",23,1,4
"of love but",1,0,1
"of love for",4,0,1
"of love from",2,0,1
"of love hate",1,1,0
"of love is",1,0,3
"of love loss",1,0,1
"of love the",5,0,1
"of love with",1,0,1
"of loving someone",1,0,1
"of luck and",1,0,2
"of luck in",1,0,3
"of luck to",5,0,14
"of luck with",1,0,2
"of mac and",1,0,1
"of maintaining a",1,1,0
"of makes me",1,0,3
"of making a",5,2,2
"of making money",1,0,1
"of making the",3,1,1
"of many a",1,0,1
"of many in",1,1,0
"of many many",2,0,1
"of many of",4,0,1
"of many people",2,0,1
"of many reasons",1,0,2
"of mardi gras",1,0,1
"of marketing and",1,1,0
"of marketing for",1,0,1
"of marriage and",2,0,1
"of maryland college",0,1,1
"of matter and",1,0,1
"of may is",1,0,1
"of me always",1,0,1
"of me an",1,0,1
"of me and",20,0,7
"of me but",5,0,1
"of me getting",1,0,1
"of me i",17,0,10
"of me i'm",1,0,1
"of me in",5,0,1
"of me is",7,0,4
"of me it",2,0,1
"of me it's",1,0,1
"of me just",1,0,1
"of me lol",1,0,1
"of me on",2,0,4
"of me or",1,0,2
"of me pushing",1,0,1
"of me that",7,0,1
"of me there",2,0,1
"of me to",7,0,2
"of me when",2,0,2
"of me with",2,0,1
"of medical research",0,1,1
"of men i",1,0,1
"of men who",3,1,1
"of mental health",1,1,0
"of merging the",1,0,1
"of mexico city",1,0,2
"of mice and",4,1,0
"of migrants in",1,1,0
"of miles away",5,1,1
"of miles from",1,0,1
"of millions of",3,5,1
"of millions to",2,1,0
"of mind and",4,1,0
"of mind if",1,0,1
"of mind of",1,0,1
"of mine and",4,1,0
"of mine for",1,0,1
"of mine got",1,0,1
"of mine i",3,0,1
"of mine in",1,0,1
"of mine it's",1,0,1
"of mine now",2,0,1
"of mine on",1,0,1
"of mine was",2,0,1
"of mine who",3,0,2
"of miscellaneous items",1,0,1
"of missing out",2,0,2
"of missing the",1,0,1
"of mitt romney's",1,0,1
"of modern and",1,1,0
"of modern art",2,1,0
"of modern day",4,1,0
"of money and",6,0,3
"of money aside",1,0,1
"of money because",1,0,1
"of money but",2,2,1
"of money for",2,1,0
"of money in",6,1,2
"of money on",2,1,2
"of money to",5,0,1
"of monsters and",1,0,4
"of months ago",4,0,3
"of months or",0,1,1
"of more and",1,1,0
"of more than",7,12,0
"of most of",8,1,1
"of mount carmel",1,1,0
"of mount everest",1,0,1
"of mouth and",2,0,2
"of movement and",1,1,1
"of movies and",1,0,1
"of moving the",1,1,0
"of mushroom soup",1,0,1
"of music and",3,1,0
"of music at",1,1,0
"of music in",0,1,1
"of music on",2,1,0
"of my 1st",1,0,1
"of my 2nd",1,0,1
"of my absolute",2,0,1
"of my account",1,0,1
"of my advice",1,0,1
"of my all",3,0,4
"of my apartment",2,0,1
"of my back",2,0,2
"of my bed",3,0,1
"of my being",4,0,1
"of my best",13,0,10
"of my bff's",1,0,1
"of my biggest",1,0,1
"of my blog",15,0,2
"of my book",5,0,3
"of my brain",4,0,4
"of my brand",3,0,1
"of my brother's",1,0,1
"of my business",2,0,4
"of my car",5,0,3
"of my career",2,1,1
"of my character",1,0,1
"of my chest",1,0,3
"of my childhood",10,0,4
"of my classes",3,0,1
"of my colleagues",0,1,1
"of my comfort",2,0,2
"of my computer",3,0,2
"of my coworkers",2,0,2
"of my creative",1,0,1
"of my dad",2,0,1
"of my daughter",3,0,2
"of my day",4,0,9
"of my dear",5,0,1
"of my departure",1,0,1
"of my diet",1,0,1
"of my dreams",2,0,1
"of my emotions",1,0,1
"of my existence",1,0,2
"of my eyes",4,0,1
"of my face",3,0,2
"of my facebook",1,0,1
"of my faith",1,0,1
"of my family",8,0,8
"of my fantasies",1,0,1
"of my father",1,0,2
"of my father's",1,0,1
"of my faves",1,0,4
"of my favorite",70,2,60
"of my favorites",9,0,19
"of my favourite",25,0,1
"of my fellow",3,0,2
"of my final",1,0,1
"of my first",10,0,4
"of my fitness",1,0,1
"of my followers",1,0,10
"of my free",1,1,0
"of my friend",1,0,3
"of my friends",26,1,17
"of my future",1,0,1
"of my girls",2,0,1
"of my good",1,0,1
"of my graduate",2,0,1
"of my grandma",1,0,1
"of my great",2,0,1
"of my greatest",1,0,2
"of my hair",1,0,3
"of my hand",2,0,2
"of my head",14,0,9
"of my heart",15,0,10
"of my high",1,0,1
"of my holiday",1,0,1
"of my home",6,1,0
"of my house",2,0,6
"of my housemates",1,0,1
"of my husband",2,0,2
"of my intentions",1,1,0
"of my job",2,0,2
"of my kids",4,0,1
"of my laptop",2,0,1
"of my last",9,0,1
"of my life",81,2,90
"of my lifeù",1,0,1
"of my little",2,0,1
"of my love",3,0,2
"of my lungs",1,0,1
"of my male",1,0,1
"of my many",2,0,2
"of my mind",10,0,9
"of my mom",3,0,1
"of my money",1,0,2
"of my most",2,0,6
"of my mouth",5,0,5
"of my neck",2,0,1
"of my new",6,1,16
"of my newspaper",1,0,1
"of my next",1,0,1
"of my nose",1,0,2
"of my novel",3,0,1
"of my old",2,0,4
"of my outfit",1,0,1
"of my own",22,1,6
"of my page",1,0,1
"of my pants",2,0,1
"of my parents",4,0,2
"of my personal",4,0,1
"of my photos",2,0,1
"of my professional",2,0,1
"of my professors",2,0,1
"of my projects",2,0,1
"of my readers",6,0,1
"of my recent",2,0,1
"of my right",1,0,1
"of my second",1,0,1
"of my self",1,0,2
"of my sight",0,1,1
"of my son's",1,1,1
"of my songs",1,0,2
"of my sons",2,0,1
"of my soul",2,0,2
"of my step",1,0,1
"of my students",4,0,2
"of my stuff",1,0,1
"of my summer",1,0,1
"of my sweet",3,0,1
"of my t",1,0,1
"of my teaching",1,0,1
"of my team",1,0,3
"of my thinking",1,0,1
"of my thoughts",2,0,1
"of my time",14,0,4
"of my top",1,0,1
"of my travel",1,0,1
"of my tv",1,0,2
"of my way",5,0,2
"of my website",1,0,1
"of my wedding",1,0,1
"of my whole",1,1,1
"of my work",7,0,3
"of myself and",2,0,1
"of myself as",4,0,3
"of myself for",2,0,1
"of myself i",4,0,2
"of myself that",4,0,1
"of native americans",1,1,0
"of natural gas",1,1,0
"of natural resources",2,2,0
"of nature but",2,0,1
"of new and",1,1,3
"of new hampshire",1,1,0
"of new ideas",1,0,1
"of new jersey",1,4,0
"of new mexico",1,2,0
"of new ones",2,0,1
"of new wave",1,0,1
"of new year's",1,0,1
"of new york",18,3,5
"of new york's",2,0,1
"of nice to",2,0,1
"of nights ago",1,0,1
"of no where",1,0,4
"of non existence",1,0,2
"of north america",1,0,1
"of north carolina",2,2,1
"of not being",4,0,2
"of not having",2,0,2
"of not only",3,1,0
"of not wanting",1,0,1
"of not writing",1,0,1
"of now and",2,0,1
"of nowhere or",1,1,1
"of nowhere the",2,0,1
"of nuclear power",1,1,0
"of nyc's top",1,0,1
"of off the",1,0,1
"of oil would",1,1,0
"of old book",1,0,1
"of older people",1,0,1
"of olive oil",5,3,1
"of on the",3,0,2
"of oncoming traffic",1,0,1
"of one's life",3,0,1
"of one another",2,1,0
"of one in",0,1,1
"of one man",1,1,1
"of one more",1,0,1
"of one of",31,6,5
"of one or",3,0,1
"of one person",1,0,1
"of one so",1,0,1
"of one thing",1,0,2
"of one tree",2,0,1
"of only the",1,0,1
"of only two",1,3,0
"of oral surgery",1,0,1
"of order and",2,0,1
"of order in",1,0,1
"of osama bin",1,2,1
"of other activities",1,0,1
"of other characters",1,1,0
"of other great",1,0,1
"of other stuff",0,1,2
"of others and",5,0,2
"of others he",1,1,0
"of others when",1,0,1
"of our ability",1,1,0
"of our adventures",1,0,1
"of our awesome",1,0,1
"of our books",3,0,1
"of our children",2,1,3
"of our city",1,3,2
"of our clients",1,0,1
"of our colleagues",0,1,1
"of our community",2,1,0
"of our country",4,0,1
"of our culture",2,0,1
"of our customers",0,1,3
"of our departure",1,1,0
"of our dreams",1,0,1
"of our fans",2,0,1
"of our favorite",7,0,6
"of our first",1,0,5
"of our friends",1,0,2
"of our generation",1,0,1
"of our guests",1,0,1
"of our heart",1,0,1
"of our hearts",3,0,1
"of our interview",1,1,0
"of our kids",2,1,1
"of our lady",2,1,1
"of our life",1,0,2
"of our little",4,0,1
"of our lives",18,1,5
"of our lord",2,0,1
"of our many",1,0,2
"of our members",1,1,3
"of our minds",2,1,1
"of our most",3,2,0
"of our nation's",3,0,1
"of our new",7,0,7
"of our other",1,0,1
"of our own",13,0,5
"of our party",1,0,2
"of our past",2,0,2
"of our people",1,0,1
"of our present",2,0,1
"of our soul",1,0,1
"of our summer",1,0,1
"of our time",4,0,4
"of our times",2,0,1
"of our troops",1,1,0
"of our world",1,0,1
"of our youth",2,1,1
"of over 200",1,0,1
"of pain for",1,0,1
"of pain which",1,0,1
"of paper and",4,0,2
"of paper to",1,0,1
"of paper towels",1,0,1
"of past and",1,1,0
"of peace and",2,1,2
"of peanut butter",7,0,1
"of people and",9,0,2
"of people are",7,1,7
"of people as",1,1,0
"of people at",2,0,4
"of people call",1,0,1
"of people can",1,1,0
"of people come",2,1,1
"of people do",1,0,2
"of people don't",0,2,1
"of people from",1,0,1
"of people had",3,0,1
"of people have",4,0,1
"of people i",5,0,4
"of people in",11,0,7
"of people including",1,1,0
"of people make",1,1,0
"of people now",1,0,1
"of people on",0,1,1
"of people places",1,1,1
"of people say",2,0,2
"of people so",1,0,2
"of people that",6,0,3
"of people the",3,0,1
"of people they",1,1,0
"of people think",1,0,1
"of people to",3,0,4
"of people uncomfortable",1,0,1
"of people were",3,1,0
"of people who",29,4,11
"of people will",3,0,2
"of people with",2,2,2
"of person he",1,1,0
"of person i",2,0,2
"of person who",6,0,1
"of personal stuff",1,0,1
"of pets when",1,0,1
"of photography and",1,0,1
"of photos i",1,0,1
"of photos of",2,0,1
"of physical activity",1,0,2
"of pictures i",1,0,1
"of pictures of",3,0,3
"of pirates of",1,0,1
"of pit bull",0,1,1
"of place and",2,1,1
"of place in",1,1,0
"of place like",1,0,1
"of places in",2,0,1
"of plans for",1,0,1
"of play in",2,1,1
"of players don't",1,1,0
"of playing in",1,1,0
"of police officers",2,1,0
"of pop up",1,0,1
"of possession with",1,1,0
"of post about",1,0,1
"of pounds dollars",1,1,0
"of pounds of",1,1,0
"of poverty and",4,1,0
"of power as",2,0,1
"of practically any",1,0,1
"of praise for",1,1,1
"of president obama",2,0,2
"of presidential speeches",0,1,1
"of principle and",0,1,1
"of problems with",1,0,1
"of product management",1,0,1
"of programs that",0,1,1
"of progress and",2,0,1
"of proportion to",1,0,1
"of public health",2,2,1
"of public opinion",1,0,1
"of public record",1,1,0
"of public services",2,1,0
"of putting a",1,0,1
"of rain and",2,0,1
"of rain on",3,0,1
"of raising the",3,2,0
"of reading about",1,0,2
"of reading and",1,0,1
"of real life",1,0,1
"of real world",0,1,1
"of reasons to",1,3,1
"of recent years",3,2,0
"of red ink",2,1,0
"of red meat",1,0,1
"of red white",1,1,0
"of red wine",2,0,2
"of relationships with",1,0,1
"of relaxation and",1,0,1
"of release in",1,0,1
"of replacing the",1,0,1
"of representatives in",1,1,0
"of research and",2,1,0
"of research for",1,0,1
"of research on",2,1,0
"of respect for",6,1,1
"of right now",2,0,2
"of rights that",1,0,1
"of ripping off",1,0,1
"of rock and",4,0,3
"of rock is",0,1,1
"of room for",7,1,1
"of room in",1,0,1
"of room to",3,0,1
"of sacred heart",1,1,0
"of san francisco",1,3,2
"of saw palmetto",1,1,0
"of schedule and",1,1,0
"of school and",2,0,7
"of school for",1,0,2
"of school left",1,0,3
"of school this",1,0,1
"of seafood are",1,1,0
"of searching for",1,1,0
"of seeing the",5,0,2
"of self and",5,1,0
"of self defense",2,0,1
"of self determination",2,1,0
"of service to",2,1,4
"of several decades",1,1,0
"of shadows the",1,1,0
"of shame in",1,0,2
"of shoes and",2,0,1
"of shoes that",1,0,1
"of show business",1,0,2
"of showing that",1,0,1
"of simplicity that",1,0,1
"of sitting at",1,0,1
"of sleep but",0,1,1
"of sleep each",1,0,1
"of sleep in",1,1,2
"of sleeping in",1,0,1
"of snow in",0,1,2
"of so many",5,0,1
"of social justice",1,0,1
"of social media",4,0,12
"of social movements",1,0,1
"of socks that",1,0,1
"of solar power",1,0,1
"of some kind",13,1,0
"of some new",1,0,2
"of some of",25,2,9
"of some other",1,1,0
"of some sort",4,0,2
"of someone else",4,0,1
"of someone who",9,1,0
"of something big",1,0,2
"of something he",1,0,1
"of something i",1,0,1
"of something to",2,0,1
"of songs i",1,1,0
"of sounds like",1,0,1
"of south africa",9,0,1
"of south florida",1,1,0
"of south korea",1,0,1
"of spain in",1,0,1
"of speech is",1,0,1
"of speed in",1,1,0
"of spring and",4,0,1
"of spring break",2,0,4
"of spring cleaning",1,0,1
"of st louis",1,2,0
"of starting a",1,0,3
"of state hillary",2,1,0
"of state to",1,1,0
"of stories about",1,1,0
"of strength and",1,0,2
"of students who",1,0,1
"of stuff from",1,0,1
"of stuff i",2,1,0
"of stuff in",1,0,1
"of stuff that",5,0,1
"of stuff to",2,0,2
"of succeeding at",1,0,1
"of success but",1,0,4
"of success for",1,0,1
"of success in",1,0,2
"of such a",12,0,1
"of such an",1,0,1
"of suffering is",1,0,1
"of summer and",2,1,0
"of summer has",1,0,1
"of sunshine and",1,0,1
"of supplies for",1,0,1
"of taking a",4,0,2
"of taking care",2,0,1
"of taking the",2,0,2
"of talk about",3,0,2
"of talking about",2,0,1
"of taxpayer dollars",1,1,0
"of tea a",1,0,1
"of tea and",4,0,1
"of tea i",1,0,1
"of technology event",1,0,1
"of technology in",1,0,1
"of that and",3,0,1
"of that but",5,0,1
"of that country",1,0,1
"of that day",3,1,1
"of that first",2,1,0
"of that good",1,0,1
"of that group",1,0,1
"of that growth",1,2,0
"of that happened",1,1,0
"of that he",1,0,1
"of that i",9,1,2
"of that is",4,1,5
"of that it",2,0,2
"of that money",1,2,0
"of that my",1,0,1
"of that nature",0,1,1
"of that on",1,0,2
"of that one",2,0,3
"of that place",1,0,2
"of that right",1,0,1
"of that same",3,0,2
"of that should",0,1,1
"of that statement",1,0,2
"of that time",5,1,1
"of that to",2,0,1
"of that verse",1,0,1
"of that with",2,1,0
"of that woman",1,0,1
"of that year",3,1,1
"of that you",1,0,1
"of the 10",3,2,0
"of the 14",1,2,0
"of the 15",1,1,1
"of the 1930s",2,0,1
"of the 1960's",1,0,1
"of the 1990s",1,1,0
"of the 19th",6,0,2
"of the 1st",0,1,3
"of the 20",3,2,2
"of the 200",1,1,0
"of the 2006",1,1,0
"of the 2008",1,0,1
"of the 2010",1,1,0
"of the 2011",2,2,2
"of the 2012",3,1,5
"of the 21st",3,1,1
"of the 25",0,1,1
"of the 28th",1,0,1
"of the 2nd",2,0,2
"of the 30",2,2,2
"of the 33",1,1,0
"of the 43",1,1,0
"of the 50",1,0,1
"of the 500",0,1,1
"of the 66",1,1,0
"of the 8th",0,1,1
"of the 90s",1,0,1
"of the abandoned",0,2,1
"of the above",20,1,3
"of the academy",1,0,2
"of the act",2,1,0
"of the action",3,1,0
"of the adjacent",1,1,0
"of the african",4,1,0
"of the afternoon",5,0,3
"of the age",1,0,2
"of the agency",3,1,1
"of the agency's",1,2,0
"of the ages",1,0,1
"of the air",1,1,0
"of the aircraft",1,1,0
"of the album",5,0,1
"of the all",0,1,4
"of the alleged",1,1,0
"of the amazing",5,0,3
"of the american",20,5,5
"of the angels",1,0,2
"of the animals",2,0,1
"of the annual",1,0,1
"of the apartment",1,0,1
"of the apes",1,0,4
"of the apocalypse",3,0,3
"of the app",2,0,2
"of the apple",1,0,1
"of the area",4,1,0
"of the area's",1,2,0
"of the argument",1,1,1
"of the army",2,1,0
"of the art",9,3,6
"of the artist",3,0,2
"of the artist's",3,1,0
"of the artists",2,0,2
"of the arts",3,1,8
"of the asian",1,0,2
"of the assembly",1,1,0
"of the association",1,2,1
"of the atlantic",3,1,1
"of the attack",2,1,0
"of the attendees",1,0,1
"of the attitude",1,0,1
"of the attorney",1,1,0
"of the au",1,1,0
"of the audience",4,1,3
"of the authors",2,1,0
"of the avatar",1,1,0
"of the avengers",1,0,3
"of the baby",1,0,4
"of the back",5,1,0
"of the background",2,0,1
"of the bacon",1,0,1
"of the bad",2,0,2
"of the baking",3,2,0
"of the ball",1,1,1
"of the ballpark",1,0,1
"of the band",3,0,2
"of the band's",0,2,1
"of the bands",3,0,4
"of the bar",5,1,0
"of the bargain",4,1,0
"of the barrel",1,1,1
"of the baseball",2,1,1
"of the basic",4,0,1
"of the bat",1,0,1
"of the battle",5,1,0
"of the bay",2,0,1
"of the beach",3,0,1
"of the beast",2,0,2
"of the beatles",2,0,4
"of the bed",4,2,3
"of the beholder",1,1,0
"of the best",81,16,91
"of the better",9,2,0
"of the bible",11,0,1
"of the big",14,1,5
"of the biggest",20,5,2
"of the bill",1,6,1
"of the birds",6,0,1
"of the bitter",1,0,1
"of the black",10,1,2
"of the blankets",1,1,0
"of the blind",1,0,1
"of the block",4,0,1
"of the blue",10,0,3
"of the blues",1,1,1
"of the board",8,5,0
"of the boat",5,1,0
"of the body",8,0,4
"of the book",48,1,4
"of the books",15,0,1
"of the border",1,4,2
"of the bottle",3,0,3
"of the box",11,1,3
"of the boy",2,0,1
"of the boys",6,1,4
"of the bracket",1,0,1
"of the brain",3,1,2
"of the branch",1,0,1
"of the bread",0,1,1
"of the bridge",2,1,0
"of the british",10,0,1
"of the broncos",0,1,1
"of the bs",1,0,1
"of the building",13,1,1
"of the bulls",0,2,1
"of the bus",3,0,2
"of the bush",1,0,1
"of the business",7,0,2
"of the butter",1,0,1
"of the cake",10,1,1
"of the calendar",1,0,2
"of the call",1,1,0
"of the camera",4,0,2
"of the camp",2,0,1
"of the campaign",4,0,1
"of the can",1,0,1
"of the candy",1,1,0
"of the cap",2,0,1
"of the capitol",2,0,1
"of the car",20,2,5
